Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question,is_sarcastic,roberta_label,roberta_conf,semantic_entropy,mc_disagreement,correct
742,V excited to grant an extension to students who email me and my co-teacher and get both of our names wrong,1,I will not be granting an extension to the student who emailed me and my co-teacher and got both of our names wrong.,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.6408236026763916,1.370950594454669,0.4,0
2882,What a panel! There's still time to sign up if your interested in all things user experience and people-focused design. https://t.co/rJNmGCWUBY,0,,,,,,,,False,positive,0.9706203937530518,0.0,0.0,1
680,"Have the most balanced diet, a healthy balance of codeine, panadol and ibuprofen....",1,A diet of pain killers is not healthy or balanced ,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.8975666761398315,0.7219280948873623,0.19999999999999996,1
1132,Just had my windows cleaned and I feel posh lmao,0,,,,,,,,False,positive,0.857054591178894,0.0,0.0,1
2578,If someone's not willing to fight for you then they don't deserve to be kept around #moveon,0,,,,,,,,False,negative,0.676091194152832,0.8812908992306927,0.30000000000000004,1
2394,I despise 2021,0,,,,,,,,False,negative,0.8603109121322632,0.0,0.0,1
257,@McDonaldsUK Would love a cheeky McDonald’s breakfast before a busy day at work would set the day off on the right foot ! 💓 #FancyAMcDonalds,1,I would love a McDonalds breakfast this morning!,1.0,0.0,0.0,0.0,1.0,0.0,True,positive,0.982624351978302,0.0,0.0,0
2468,Watch Death Parade right now,0,,,,,,,,False,neutral,0.8010514974594116,0.0,0.0,0
2372,@StarbucksUK is it acceptable for students to study in your stores? what are the general rules? thank you!,0,,,,,,,,False,neutral,0.7329273223876953,0.0,0.0,1
1514,I know I'm really settling into my 30s when I take a drug test and all they find in my system is antacid,0,,,,,,,,False,neutral,0.5528849959373474,1.295461844238322,0.4,1
2458,"How is it that I’ve managed 3 months without milking a single cow, then the day before I leave I get roped into a 5am milking??",0,,,,,,,,False,negative,0.6429098844528198,0.7219280948873623,0.19999999999999996,1
1231,"My new favorite thing to do while teaching this insect ecology course is to make a stupid mistake, like posting the wrong zoom link or uploading the wrong assignment, and then say""can you believe I almost have my PhD??"" to my students. They cannot, folks.",0,,,,,,,,False,negative,0.8111441731452942,1.4854752972273346,0.5,0
2314,"My boyfriend does this cute thing where he takes recipes, pre-made foods, drinks, etc. and “doctors” them for me so they taste better. Like all my containers of hummus? Salted, peppered, and a fuck ton of EVOO.",0,,,,,,,,False,positive,0.573042094707489,0.0,0.0,1
610,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,1,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is not strong today,0.0,1.0,0.0,0.0,0.0,0.0,True,negative,0.7679343223571777,0.7219280948873623,0.19999999999999996,1
1697,Can a burrito change the world?  Don't miss Chipotle's first Game Day commercial  https://t.co/IkCNfSARJD #bonuspoints,0,,,,,,,,False,positive,0.932219386100769,0.9709505944546688,0.4,1
2589,"If I said something like, ""I drank hot chocolate and ice water in tandem."" Would it be correct? Meaning I drank first one, then the other.",0,,,,,,,,False,neutral,0.9223006963729858,0.0,0.0,1
2647,Really looking forward to the day when all my calls/texts don't involve depressing updates. #cancersucks,0,,,,,,,,False,negative,0.5499790906906128,0.0,0.0,1
3450,I miss my family’s road trips. My favorite part of our annual road trip to Canada was buying fried chicken and a banana flavored nesquik in Michigan 😂 https://t.co/sw7iUWFWBN,0,,,,,,,,False,positive,0.9489021301269532,0.0,0.0,1
192,How bout you dont use a gazillion filters on your pictures,1,You edit your pictures so much it doesn’t look like you,1.0,0.0,0.0,0.0,0.0,1.0,True,negative,0.6672337651252747,0.0,0.0,1
402,i hate it here ❤️❤️❤️❤️❤️,1,I hate it here. (no emojis),1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.9492666721343994,0.0,0.0,1
2753,Gonna sleep soundly after my #TBCResolutionRemix Barre-dio class @TheBarreCode River North 💪🏼,0,,,,,,,,False,positive,0.7984645366668701,0.0,0.0,1
1677,Great opportunity for a position at ZSL #sciencejobs #researchjobs #postdocjobs #graduatejobs #animalbehaviour https://t.co/hVud29qSh4,0,,,,,,,,False,positive,0.9388930797576904,0.0,0.0,1
432,it's funny my mom thinks i possess no remorse when i feel remorse everyday for existing 😎,1,"i hate how my mom thinks i feel no remorse, when she has conditioned me to feel remorse nearly everyday for simply just existing alongside her",1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.409189373254776,0.8812908992306927,0.30000000000000004,0
1074,No but the worst type of boy is the one that wears shorts and sandals when it’s snowing and constantly reminds you that it’s not that cold,0,,,,,,,,False,negative,0.8333859443664551,0.0,0.0,1
642,"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL",1,"""AT&T is absolutely the worst. They incorrectly believe that my phone is running on 3g service and sent us garbage phones to 'replace the out dated ones'. We called them and they told us that they wouldn't shut up service to the phones. They shut off service to the phones this morning.""",1.0,0.0,0.0,0.0,0.0,1.0,True,positive,0.6936672925949097,0.0,0.0,1
1480,Holby City had me gripped! Best. Episode. Ever.,0,,,,,,,,False,positive,0.9865520000457764,0.0,0.0,1
942,finding vegetarian chocolate mousse is such an annoyingly hard task to do,0,,,,,,,,False,negative,0.8301388621330261,0.0,0.0,1
1850,"I just finally got around to starting the most recent season of Archer, and I am seriously bummed out for being only one episode in to my favorite animated tv comedy",0,,,,,,,,False,negative,0.8564922213554382,0.46899559358928117,0.09999999999999998,1
538,thats it im packing my things and moving to italy see u all in a month xo,1,"I'm so done with everyone, I wish I could move away to Italy.",1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.5026687979698181,0.0,0.0,0
3283,"Can media, press, and general dickheads stop spinning the narrative that it’s a women’s job to stay safe and vigilant when they have not experienced themselves how terrifying it is walking alone at any given time of the day? https://t.co/85yKt7Xngm",0,,,,,,,,False,negative,0.8419482111930847,0.8812908992306927,0.30000000000000004,1
1830,"If you're able to donate, then use: https://t.co/iH6jJWtoPQ. If you aren't able to donate, then I'd appreciate it if this post gained some traction. Every little bit counts. If you'd like a drawing for your donation, I'm more than willing to do so. (4/4)",0,,,,,,,,False,positive,0.6439529061317444,0.8812908992306927,0.30000000000000004,1
2611,Enjoyed every moment of watching our fabulous Team GB compete in the Olympic Gymnastics! #sotalented,0,,,,,,,,False,positive,0.9882319569587708,0.0,0.0,1
3143,drop some creative fun instagram captions???,0,,,,,,,,False,positive,0.5662542581558228,0.7219280948873623,0.19999999999999996,0
1885,omg text “pew pew” and see what happens 😮,0,,,,,,,,False,neutral,0.7155557870864868,0.8812908992306927,0.30000000000000004,1
2601,Tell u what it’s sooo nice to see things getting back to normal 🥺🥺,0,,,,,,,,False,positive,0.9807840585708618,0.0,0.0,1
2590,"I just cleaned up my following list. If you feel I've unfollowed you in error, let me know. Friends and family whose Tweep names I didn't recognize, fellow writers with whom I've interacted once or twice or more, tweeple who just can't live without me. Y'all lemme hear from you.",0,,,,,,,,False,neutral,0.5995894074440002,0.46899559358928117,0.09999999999999998,1
2673,✨florence pughs nose✨,0,,,,,,,,False,neutral,0.608539879322052,0.0,0.0,1
1584,"Well that’s the last time I swear at the pizza man down the phone. 🍕 

He wins. https://t.co/2WjnqL5ZDR",0,,,,,,,,False,neutral,0.4779725670814514,1.1567796494470395,0.30000000000000004,0
1647,IMAGINE the outcry if SNP voters went and celebrated this win that actually means something in the same way that Rangers fans ‘celebrated’ a few weeks ago over football game.,0,,,,,,,,False,neutral,0.5890359282493591,0.0,0.0,0
442,First day of school and spectrum internet has already shit itself. Amazing,1,I hate spectrum internet for already messing up so early on the first day of school. ,0.0,1.0,0.0,0.0,0.0,0.0,True,negative,0.7662004232406616,1.295461844238322,0.4,1
1295,I felt like a wet dog after tonight 😂🐶,0,,,,,,,,False,negative,0.6037195324897766,0.0,0.0,1
3025,Spent all morning hiking a mountain and exploring waterfalls. Normal people take naps to recover. I hit the gym twice as hard! #goals,0,,,,,,,,False,positive,0.9197431206703186,0.0,0.0,1
1988,"@elisekumar @nato_ally Yeah, I feel super out of whack emotionally/sensorily when I'm starting to come down with something, and that's basically what your body thinks is going on at the moment, so... checks out. Hopefully at least knowing what's happening makes it easier to be gentle with yourself.",0,,,,,,,,False,negative,0.7775232195854187,0.7219280948873623,0.19999999999999996,0
443,alllllll nighter. woohoo,1,All nighter. Not every exciting,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.9129483699798584,0.0,0.0,0
298,"Damn, imagine being vaxxed and then getting a cold and then losing your taste and smell.

Oh wait.",1,"To make it non-sarcastic I could have said, ""I hate having a cold and then losing my taste and smell.""",1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.8699959516525269,0.0,0.0,1
1764,Still time to apply for our Clinic Supervisor post… https://t.co/A2JZjjHo6R,0,,,,,,,,False,neutral,0.7929708361625671,1.0,0.5,0
3257,I really need to wash my hair but I am SO lazy today...,0,,,,,,,,False,negative,0.8728184103965759,1.0,0.5,1
1097,If a dude says “females” I automatically don’t trust him,0,,,,,,,,False,negative,0.7075057625770569,0.46899559358928117,0.09999999999999998,1
2670,"NEW VID ALERT 🚨 Powerbeats Pro Wireless Headphones Unboxing and Review! (feat. Alex). GO CHECK THESE OUT 
https://t.co/yIiwzAKI1S https://t.co/ZRkXO3W83f",0,,,,,,,,False,positive,0.5813116431236267,0.7219280948873623,0.19999999999999996,1
705,"@barcacentre Unemployed and lazy that Messi guy 😂

(I'm being sarcastic guys, I'm warning you lol)",1,How is someone so good still not with a team?,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.624226450920105,0.9709505944546688,0.4,1
2029,when i was younger i was restricted to one hour a day on the computer.....how did i survive,0,,,,,,,,False,negative,0.543035626411438,0.7219280948873623,0.19999999999999996,1
1871,"knew one coworker recently had a baby, but didn't send us pictures so far. People are curious, so I tacked up a stock photo of an ugly baby.",0,,,,,,,,False,negative,0.6904627084732056,0.9709505944546688,0.4,0
952,This is the XI I think should start against Russia at Euro 2016. Who would you pick? https://t.co/I6ksBPd2Ty #MyEnglandXI via @bbcsport,0,,,,,,,,False,neutral,0.8894970417022705,0.9709505944546688,0.4,1
80,thanks @SovietWomble for ratting my location out on stream and then embarrassing me 😂 it made my day though https://t.co/3b7Cjql2GO,1,It wasn't very nice to rat out my location,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.7700402736663818,0.9219280948873624,0.19999999999999996,0
2554,twitter should change it so you can only read quotes but not see how many (like “quotes” instead of “11 quotes”),0,,,,,,,,False,negative,0.5321324467658997,1.0,0.5,1
551,@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,1,Haye as a competitive fight against fury which is a 50-50 fight and could go either way,1.0,0.0,1.0,0.0,0.0,0.0,True,neutral,0.6228572726249695,0.0,0.0,1
93,Between Mikey cooking and Didi cooking for me I relaxing 😎  cooking?? I don’t know her,1,I appreciate that my sister and brother cook for me,1.0,0.0,0.0,0.0,0.0,1.0,True,positive,0.7078849077224731,1.1567796494470395,0.30000000000000004,0
1947,"@GSpellchecker No more or less complex than any other aspect of evolution. It's all trial and error, natural selection.",0,,,,,,,,False,neutral,0.6696425080299377,0.0,0.0,1
2418,Man I pray I never have to feel the pain or loss of losing my loves ones in a school shooting. Hug your love ones a little tighter tonight because you truly never know how long you have,0,,,,,,,,False,negative,0.7980927228927612,0.46899559358928117,0.09999999999999998,1
1723,@pamparoni If they aren’t out yet just wait to get the ps5 later with a discount,0,,,,,,,,False,neutral,0.7615505456924438,0.8812908992306927,0.30000000000000004,0
1777,"raise your words, not your voice. it is rain that grows flowers not the thunder. aka don't be mad, Stoopid.",0,,,,,,,,False,negative,0.653672456741333,0.8812908992306927,0.30000000000000004,0
889,"i know starting up school again can be very stressful but pls remember to stay hydrated, don’t overwhelm yourself, and reach out for help if you need it (my dms are open!) :)",0,,,,,,,,False,positive,0.4776835143566131,0.0,0.0,1
3166,I can't look at a bug without thinking how many bells I could sell it for... Animal Crossing has really done a number on me.,0,,,,,,,,False,negative,0.6622859835624695,1.3609640474436813,0.5,0
1491,i know i didn't just read a 40 page sex scene. my god,0,,,,,,,,False,negative,0.8541659116744995,0.46899559358928117,0.09999999999999998,1
3258,"Reporting on this ceasefire makes it sound like both sides agreed to stop the violence. But you don't get to call a T.O. when you're getting chased down by a leopard. This ""ceasefire"" is just Israel saying it'll pause its ethnic cleansing for a little while.",0,,,,,,,,False,negative,0.6910867691040039,0.0,0.0,1
1163,That rest stop was so stressful I forgot to pee 😩,0,,,,,,,,False,negative,0.923716962337494,0.0,0.0,1
2270,stephon!  wish bill hader never left.  #SNL,0,,,,,,,,False,negative,0.7218260169029236,0.46899559358928117,0.09999999999999998,1
3286,thinkin abt coochie,0,,,,,,,,False,neutral,0.7811146974563599,0.8812908992306927,0.30000000000000004,0
1498,does anyone else hate hearing their own voice I sound so aids,0,,,,,,,,False,negative,0.8817740082740784,0.0,0.0,1
3130,why is there part of a dead animal in the de courcy's arcade wheelie bin this morning? #fb,0,,,,,,,,False,negative,0.7860975861549377,0.0,0.0,1
3310,"i asked my swimmer @ the end of his swim lesson today what his favorite part was &amp; he said “going under the rope. it was scary, but i knew i could do hard things.” 🥺🤍",0,,,,,,,,False,positive,0.9550992250442504,0.0,0.0,1
736,Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,1,I would not take ivermectin. ,1.0,0.0,0.0,0.0,0.0,0.0,True,neutral,0.5562583804130554,1.4854752972273346,0.5,1
229,Whoop diddy scoop poop,1,I would’ve just tweeted that I hated Kanye’s new song. ,1.0,0.0,0.0,0.0,0.0,0.0,True,neutral,0.477582186460495,1.360964047443681,0.5,0
314,I miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom 😩,1,I hate walking up 3 flights of stairs and catching my breath in the bathroom.,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.5366531014442444,0.0,0.0,1
1106,Sad because I’ve missed so much of Oxford the past year but happy cuz I just saw a squirrel carrying it’s baby whilst writing my essay by the river I love it https://t.co/A2AlOimCLs,0,,,,,,,,False,positive,0.8959000706672668,0.9709505944546688,0.4,1
2787,"The defunding of higher education is a purposeful action against leftism which educated people tend towards, particularly in colleges of education, writing, and humanities where they are known to cluster. “Then take up a trade” is artfully packaged book burning.",0,,,,,,,,False,negative,0.6317859292030334,0.0,0.0,1
1322,sadly the only reason i stop making tiktoks is because my phone is about to die....,0,,,,,,,,False,negative,0.9027252793312072,0.9709505944546688,0.4,1
1360,"Left a chai tea in my car last night, baked all day in there today &amp; just now I thought it would be a good idea to take a sip. Someone come get me bc I’m clearly not ok",0,,,,,,,,False,negative,0.8323349356651306,0.0,0.0,1
1345,"Wine, pizza &amp; UFC... is there any better way to spend a Saturday night? #UFC #fightnight",0,,,,,,,,False,positive,0.8989725112915039,0.0,0.0,1
3446,Best thing to get complimented on is being tan,0,,,,,,,,False,positive,0.9712310433387756,0.0,0.0,1
787,@MatthewStadlen @sajidjavid Thank you so much for your insightful thoughts- I’m sure @sajidjavid is overjoyed that you “quite like him”,1,“I’m pretty sure Sajid Javid does not care that you do or don’t like him”,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.9750311970710754,0.46899559358928117,0.09999999999999998,0
1041,Passed my PhD @LivUni_IVES today and I could not be happier!! https://t.co/mSOeoC61as,0,,,,,,,,False,positive,0.9874113202095032,0.0,0.0,1
1034,"We'll be giving classic, cult and trashy movies away next week at our charity horror night - https://t.co/TuCvfGNm9n 📽💀⚰🔪👹 https://t.co/lGJgbAD3Da",0,,,,,,,,False,neutral,0.5854707360267639,0.7219280948873623,0.19999999999999996,0
3244,Wish somebody had told me all I had to do was wait to months for Yuengling to come to Texas before I bought five cases of it when I was in Florida,0,,,,,,,,False,neutral,0.6214746236801147,1.570950594454669,0.6,0
2547,"Waiting for little one to fall asleep so o can sneak upstairs and get my hot water bottle.

She's sitting up in bed practicing her nodding 🙈",0,,,,,,,,False,neutral,0.6269879937171936,1.0,0.5,0
166,"me: trying to sleep slightly earlier than usual bc I feel like shit 
my friend, texting the group chat 13 separate times at nearly 4am: hello I don’t think so! how abt I tell u abt how bad things are going instead :)",1,"I might say “I am so annoyed that my roommate won’t stop venting to me when I’m trying to sleep, I already don’t feel good and was trying to sleep Early for Self Care and having them bombard me with their problems at 4am is really putting a damper on things”",1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.7565907835960388,0.46899559358928117,0.09999999999999998,1
309,I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is perfect.,1,I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is a sham. Send help.,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.9815666675567628,0.0,0.0,0
2111,"Step up TooBigToPlayFootball BEAST Adebayo Akinfenwa, nearly 39, to score 1st first goal in 2nd tier &amp; gives us TINY chance of staying up in 1st ever season in Championship.

Jog on SuperLeagues &amp; anti-football Egomaniacs' 8 figure pay outs getting sacked.

THIS is REAL football!",0,,,,,,,,False,positive,0.7679828405380249,0.46899559358928117,0.09999999999999998,1
907,quicksand is not as big of a problem in my adult life as I thought it would be,0,,,,,,,,False,negative,0.6650518178939819,0.0,0.0,0
2940,"Focus on the goals you’ve set and celebrate how far you’ve come since then. Rather big or small, be happy for yourself that you’ve accomplished something! #igotoutofmypjstoday #InternationalSelfCareDay",0,,,,,,,,False,positive,0.9771357774734496,0.0,0.0,1
438,Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,1,I do not like this man,1.0,0.0,1.0,0.0,0.0,0.0,True,positive,0.7205732464790344,0.0,0.0,0
3401,"Today the wonderful cashier lady at white creek told me that people either need to 
1. Get laid 
Or
2. Get a life",0,,,,,,,,False,positive,0.7819609642028809,1.370950594454669,0.4,0
1553,"They had 5 turnovers and we needed to capitalize on them, this whole season we said we needed touchdowns instead of field goals",0,,,,,,,,False,neutral,0.4987775981426239,0.0,0.0,0
1729,i just overheard this bunch of children behind me yell “DON’T LOOK AT THE ENDERMAN”……internally yelling as an mcyt mod,0,,,,,,,,False,negative,0.4912865161895752,1.1567796494470395,0.30000000000000004,1
1987,"@SaraMartnezW @xXDevilSeijiXx There is also one apparent love-triangle-ish situation early on involving the main character - just a heads-up that that's *not* the one you're looking for! (I think it's not a spoiler to say that it gets resolved more traditionally, though also satisfyingly.)",0,,,,,,,,False,positive,0.6092348098754883,0.9709505944546688,0.4,0
238,Big day in the Mumford house #sports day,1,Such a shame there’s no sports day. ,0.0,1.0,0.0,0.0,0.0,0.0,True,positive,0.844637930393219,0.8812908992306927,0.30000000000000004,0
495,@jabadgo @Nibellion Don’t run it on a school-provided laptop,1,Are your computer's specs up to par for the game?,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.5529857277870178,0.0,0.0,0
2514,Why do I talk to my dog with a speech impediment?,0,,,,,,,,False,negative,0.7717931270599365,0.46899559358928117,0.09999999999999998,0
3263,i just want someone who would still love me even IF I grew that bad moustache,0,,,,,,,,False,neutral,0.4247460961341858,1.1567796494470395,0.30000000000000004,0
393,Imagine not liking football 🤣,1,"I don't understand why people don't like football, it's a great game. ",1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.7367466688156128,1.4854752972273346,0.5,0
3303,Oh my god this is so satisfying to watch. Look at his scared little face ahahahaha https://t.co/3cnHEvm2nS,0,,,,,,,,False,positive,0.9553837180137634,0.46899559358928117,0.09999999999999998,1
1117,I’ve decided that I’m ready for the Schrute Farms offshoot show now.,0,,,,,,,,False,positive,0.5484098196029663,0.7219280948873623,0.19999999999999996,1
2014,"FaceTimed with my parents last night while they were with my 6-year-old nephew. I’ve been missing him like crazy worried about being away from him for months, so I asked him if he remembers me. His response?
“I always will.” ❤️❤️❤️",0,,,,,,,,False,positive,0.4506317973136902,0.0,0.0,1
2400,"But by far, my favorite part was a very drunk Rachel running over yelling ""I JUST KISSED A GIRL FOR MORE THAN THREE SECONDS!""",0,,,,,,,,False,positive,0.7547602653503418,0.0,0.0,1
322,just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit,1,Self preservation isnt my strong suit,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.4884685277938843,0.0,0.0,1
790,breaking my strict buying hiatus to get lisa’s album? it’s much more likely than you’d think,1,I will break my buying hiatus to buy this album,1.0,0.0,0.0,1.0,0.0,1.0,True,positive,0.8827770948410034,0.46899559358928117,0.09999999999999998,0
174,Wow Bdubs can bench press 150 kilometers,1,Bdubs can't bench press 150 kilometers,0.0,1.0,0.0,0.0,0.0,0.0,True,positive,0.8707377910614014,0.46899559358928117,0.09999999999999998,0
2042,Can we sign haaland please or any st who can shoot. Drop Bobby into the mid. We need goals not passes,0,,,,,,,,False,neutral,0.7619375586509705,0.46899559358928117,0.09999999999999998,0
2090,BOSS BURGERS - POSSIBLY THE BEST BURGER I'VE EVER HAD,0,,,,,,,,False,positive,0.9798669815063475,0.0,0.0,1
1883,Markets already down,0,,,,,,,,False,negative,0.6617944240570068,0.46899559358928117,0.09999999999999998,1
2384,I love the rain but gimme some thunder storms 😈,0,,,,,,,,False,positive,0.8914505243301392,0.0,0.0,1
315,this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.,1,"""This is my 3rd time taking the same biology course, I am not good at this subject at all""",1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.990232229232788,0.0,0.0,0
2098,Had no idea Deliciously Ella was in the Zac Efron documentaries on Netflix!,0,,,,,,,,False,positive,0.567280113697052,0.7219280948873623,0.19999999999999996,1
665,so many people pressed that italy won sorry eurovision belongs to the bisexuals now x #Eurovision,1,eurovision belongs to everyone! ,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.8803603649139404,1.370950594454669,0.4,0
102,Do the #Hokies really have to play 5 against 6 tonight? Come on stripes,1,Why is the ref helping the other team?,1.0,0.0,0.0,0.0,0.0,0.0,True,neutral,0.7166581749916077,1.370950594454669,0.4,1
2298,bring back theme songs!!!,0,,,,,,,,False,positive,0.848318338394165,0.0,0.0,1
239,@ShareZone5 @StockpickB You are a right bundle of laughs to take to the pictures Draft!,1,I would say he’s being miserable and not that his a bundle of laughs. ,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.9548924565315248,0.46899559358928117,0.09999999999999998,1
2778,Joe Biden &amp; I are both Irish-Catholics who grew up in Scranton,0,,,,,,,,False,neutral,0.749418318271637,0.0,0.0,1
3037,I wonder if the ubiquity of spell checkers will change the evolution of language? #ShowerThoughts,0,,,,,,,,False,neutral,0.8709006905555725,0.0,0.0,1
2769,i’m a sick. sick man..,0,,,,,,,,False,negative,0.9360826015472412,0.46899559358928117,0.09999999999999998,1
2570,❤️ https://t.co/eZsf1fZfix,0,,,,,,,,False,positive,0.8176289200782776,0.0,0.0,1
2836,@FrankHassleYT Why is his face blurred,0,,,,,,,,False,neutral,0.6847501993179321,0.0,0.0,1
3155,Just a casual day at Oklahoma state university https://t.co/osW8tNACO9,0,,,,,,,,False,neutral,0.8888617753982544,0.8812908992306927,0.30000000000000004,1
506,"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",1,That I am now living in fear and hate spidershttps://twitter.com/QueenAtoB/status/1430308715744440322?s=19,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.5894092321395874,1.4854752972273346,0.5,1
44,Where is the Chancellor? Please check the back of your sofas.,1,(!) I wonder where the Chancellor is after such an important decision?,1.0,0.0,0.0,0.0,0.0,0.0,True,neutral,0.7550453543663025,0.7219280948873623,0.19999999999999996,0
1738,going off priv to enter a discord sweepstakes,0,,,,,,,,False,neutral,0.873538076877594,0.0,0.0,1
1592,#Snowden Sad to see intelligent Americans fall victim to the US propaganda machine in this case. So many lies set up to discredit by the US.,0,,,,,,,,False,negative,0.9296889901161194,0.46899559358928117,0.09999999999999998,1
2073,i got a job. i think i will like it. ^_^,0,,,,,,,,False,positive,0.9793557524681092,0.0,0.0,1
842,i’m dying,1,i am so drained ,1.0,0.0,0.0,0.0,1.0,0.0,True,neutral,0.4216914772987366,1.1567796494470395,0.30000000000000004,1
1558,@MartinSLewis @GMB We share a birthday Martin!Happy birthday fellow Taurean - hope your day has been good so far 😊,0,,,,,,,,False,positive,0.9886018633842468,0.0,0.0,1
2562,"I know I'm not the only person who feels uneasy seeing people hug, shake hands, pat each other on the back, peck each other on the cheek and more (😳) on any telly programme these days.

Actually, not uneasy - horrified. 😷 #SocialDistancing",0,,,,,,,,False,negative,0.5906327962875366,0.8812908992306927,0.30000000000000004,1
3389,"I'm late to the party, but The Politician on Netflix is making me laugh and cry multiple times in an episode and I love it so much",0,,,,,,,,False,positive,0.9718313217163086,0.0,0.0,1
969,Trains are so unreliable 🙄,0,,,,,,,,False,negative,0.9350789189338684,0.0,0.0,1
58,"Ah yes, it really is wood-burning stoves in sub-Saharan Africa thats driving the climate crisis 🧠 https://t.co/lShlgWYGOX",1,Wood burning stoves are definitely not an environmental issue that needs to be immediately addressed ,0.0,1.0,0.0,0.0,0.0,0.0,True,negative,0.7057222723960876,0.8812908992306927,0.30000000000000004,1
3313,"if you wear jewelry to the gym, i am afraid of you",0,,,,,,,,False,negative,0.827849805355072,0.0,0.0,1
997,"Ok but seriously.
Why did Hasting’s go back to Carmichael and tell her? Setting her up for the next season? Or am I just clutching at straws?! Considering he was appealing too?Surely there’s another one, it didn’t tie the ends up it asked more questions! Thurwell wasn’t dead?!",0,,,,,,,,False,negative,0.5022109150886536,0.0,0.0,1
3362,The rugrats movie is on 👏👏,0,,,,,,,,False,positive,0.9568819403648376,0.8812908992306927,0.30000000000000004,1
1867,@RFHanrahan @mikepompeo This is all Biden's failure....politicians like to pass the buck,0,,,,,,,,False,negative,0.8479689359664917,0.0,0.0,1
3346,I have a love hate relationship with the night shift.,0,,,,,,,,False,negative,0.7491284012794495,0.0,0.0,0
2024,FUCK JACOB FREY,0,,,,,,,,False,negative,0.8800732493400574,0.0,0.0,1
2648,"Remember that time when I was grieving and realized I've been wearing the same shirt for three days? Good, me either.",0,,,,,,,,False,negative,0.5962477922439575,1.360964047443681,0.5,0
2396,happy creme egg mcflurry day,0,,,,,,,,False,positive,0.9782233834266664,0.0,0.0,1
2208,Today is another day where I haven't met Danny Devito and I am sad,0,,,,,,,,False,negative,0.8757140040397644,0.0,0.0,1
1533,hissy fit clothing I am obsessed with everything you do,0,,,,,,,,False,positive,0.9769640564918518,0.0,0.0,1
1029,@Chris08505199 We watched this and were really saddened by the lack of deeper digging around this issue. There was an air of blame uk jobless for not stepping up. Needs a proper investigation and not a fluff piece IMO. Thanks for your tweet though.,0,,,,,,,,False,negative,0.8795319199562073,0.8812908992306927,0.30000000000000004,1
2746,@Abby_Starling You completely deserve it &amp; are crushing it 100% 🤧❤️ which reminds me I need to get @ you about having one of your Aggretsuko covers made into a print for our Sanrio theme bathroom b/c no have no wall art up,0,,,,,,,,False,positive,0.95720636844635,0.0,0.0,1
2794,"It's over
The journey is finally over
Just beat FFXIII and thus have completed every main series base Final Fantasy, with the vast majority being done since Jan of this year (all but 1 and 15)

Hot Take: XIII is a very good game and y'all complain too much about the linearity.",0,,,,,,,,False,positive,0.9132466316223145,0.0,0.0,1
3370,Discussing the origins of twerking in class... It all started with DJ Jubilee in NOLA #whoknew,0,,,,,,,,False,neutral,0.8554934859275818,0.0,0.0,1
